AddressofRecordZIPCode,SnapshotDate,PrimaryAreaOfPractice,CountOfLicensees
93449,6/1/2019,Urology,0
93449,6/1/2019,Plastic Surgery,1
93449,6/1/2019,Nephrology,0
93449,6/1/2019,Pulmonary,0
93449,6/1/2019,Physical Medicine and Rehabilitation,0
93449,6/1/2019,Infectious Disease,0
93449,6/1/2019,Endocrinology,0
93449,6/1/2019,All Other Specialties,10
93449,6/1/2019,No Response,7
93453,6/1/2019,Internal Medicine,0
93453,6/1/2019,Family Medicine,0
93453,6/1/2019,Pediatrics,0
93453,6/1/2019,Psychiatry,0
93453,6/1/2019,Anesthesiology,0
93453,6/1/2019,Radiology,0
93453,6/1/2019,Emergency Medicine,0
93453,6/1/2019,Obstetrics and Gynecology,0
93453,6/1/2019,Cardiology,0
93453,6/1/2019,Orthopedic Surgery,0
93453,6/1/2019,Ophthalmology,1
93453,6/1/2019,Pathology,0
93453,6/1/2019,General Surgery,0
93453,6/1/2019,Dermatology,0
93453,6/1/2019,Gastroenterology,0
93453,6/1/2019,General Practice,0
93453,6/1/2019,Neurology,0
93453,6/1/2019,Oncology,0
93453,6/1/2019,Otolaryngology,0
93453,6/1/2019,Urology,0
93453,6/1/2019,Plastic Surgery,0
93453,6/1/2019,Nephrology,0
93453,6/1/2019,Pulmonary,0
93453,6/1/2019,Physical Medicine and Rehabilitation,0
93453,6/1/2019,Infectious Disease,0
93453,6/1/2019,Endocrinology,0
93453,6/1/2019,All Other Specialties,0
93453,6/1/2019,No Response,0
93454,6/1/2019,Internal Medicine,16
93454,6/1/2019,Family Medicine,20
93454,6/1/2019,Pediatrics,12
93454,6/1/2019,Psychiatry,3
93454,6/1/2019,Anesthesiology,3
93454,6/1/2019,Radiology,2
93454,6/1/2019,Emergency Medicine,7
93454,6/1/2019,Obstetrics and Gynecology,14
93454,6/1/2019,Cardiology,5
93454,6/1/2019,Orthopedic Surgery,3
93454,6/1/2019,Ophthalmology,4
93454,6/1/2019,Pathology,0
93454,6/1/2019,General Surgery,7
93454,6/1/2019,Dermatology,1
93454,6/1/2019,Gastroenterology,0
93454,6/1/2019,General Practice,4
93454,6/1/2019,Neurology,1
93454,6/1/2019,Oncology,2
93454,6/1/2019,Otolaryngology,4
93454,6/1/2019,Urology,0
93454,6/1/2019,Plastic Surgery,0
93454,6/1/2019,Nephrology,2
93454,6/1/2019,Pulmonary,0
93454,6/1/2019,Physical Medicine and Rehabilitation,2
93454,6/1/2019,Infectious Disease,0
93454,6/1/2019,Endocrinology,2
93454,6/1/2019,All Other Specialties,16
93454,6/1/2019,No Response,22
93455,6/1/2019,Internal Medicine,4
93455,6/1/2019,Family Medicine,10
93455,6/1/2019,Pediatrics,4
93455,6/1/2019,Psychiatry,2
93455,6/1/2019,Anesthesiology,2
93455,6/1/2019,Radiology,1
93455,6/1/2019,Emergency Medicine,1
93455,6/1/2019,Obstetrics and Gynecology,3
93455,6/1/2019,Cardiology,0
93455,6/1/2019,Orthopedic Surgery,3
93455,6/1/2019,Ophthalmology,0
93455,6/1/2019,Pathology,1
93455,6/1/2019,General Surgery,0
93455,6/1/2019,Dermatology,0
93455,6/1/2019,Gastroenterology,0
93455,6/1/2019,General Practice,0
93455,6/1/2019,Neurology,0
93455,6/1/2019,Oncology,0
93455,6/1/2019,Otolaryngology,0
93455,6/1/2019,Urology,0
93455,6/1/2019,Plastic Surgery,0
93455,6/1/2019,Nephrology,1
93455,6/1/2019,Pulmonary,0
93455,6/1/2019,Physical Medicine and Rehabilitation,0
93455,6/1/2019,Infectious Disease,0
93455,6/1/2019,Endocrinology,0
93455,6/1/2019,All Other Specialties,4
93455,6/1/2019,No Response,5
93456,6/1/2019,Internal Medicine,0
93456,6/1/2019,Family Medicine,0
93456,6/1/2019,Pediatrics,0
93456,6/1/2019,Psychiatry,0
93456,6/1/2019,Anesthesiology,0
93456,6/1/2019,Radiology,0
93456,6/1/2019,Emergency Medicine,1
93456,6/1/2019,Obstetrics and Gynecology,0
93456,6/1/2019,Cardiology,0
93456,6/1/2019,Orthopedic Surgery,0
93456,6/1/2019,Ophthalmology,0
93456,6/1/2019,Pathology,0
93456,6/1/2019,General Surgery,0
93456,6/1/2019,Dermatology,0
93456,6/1/2019,Gastroenterology,0
93456,6/1/2019,General Practice,0
93456,6/1/2019,Neurology,0
93456,6/1/2019,Oncology,0
93456,6/1/2019,Otolaryngology,0
93456,6/1/2019,Urology,0
93456,6/1/2019,Plastic Surgery,0
93456,6/1/2019,Nephrology,0
93456,6/1/2019,Pulmonary,0
93456,6/1/2019,Physical Medicine and Rehabilitation,0
93456,6/1/2019,Infectious Disease,0
93456,6/1/2019,Endocrinology,0
93456,6/1/2019,All Other Specialties,0
93456,6/1/2019,No Response,0
93457,6/1/2019,Internal Medicine,1
93457,6/1/2019,Family Medicine,0
93457,6/1/2019,Pediatrics,0
93457,6/1/2019,Psychiatry,1
93457,6/1/2019,Anesthesiology,1
93457,6/1/2019,Radiology,0
93457,6/1/2019,Emergency Medicine,0
93457,6/1/2019,Obstetrics and Gynecology,0
93457,6/1/2019,Cardiology,0
93457,6/1/2019,Orthopedic Surgery,0
93457,6/1/2019,Ophthalmology,0
93457,6/1/2019,Pathology,0
93457,6/1/2019,General Surgery,0
93457,6/1/2019,Dermatology,0
93457,6/1/2019,Gastroenterology,0
93457,6/1/2019,General Practice,0
93457,6/1/2019,Neurology,0
93457,6/1/2019,Oncology,0
93457,6/1/2019,Otolaryngology,0
93457,6/1/2019,Urology,0
93457,6/1/2019,Plastic Surgery,0
93457,6/1/2019,Nephrology,0
93457,6/1/2019,Pulmonary,0
93457,6/1/2019,Physical Medicine and Rehabilitation,0
93457,6/1/2019,Infectious Disease,0
93457,6/1/2019,Endocrinology,0
93457,6/1/2019,All Other Specialties,0
93457,6/1/2019,No Response,2
93458,6/1/2019,Internal Medicine,1
93458,6/1/2019,Family Medicine,3
93458,6/1/2019,Pediatrics,1
93458,6/1/2019,Psychiatry,0
93458,6/1/2019,Anesthesiology,2
93458,6/1/2019,Radiology,0
93458,6/1/2019,Emergency Medicine,0
93458,6/1/2019,Obstetrics and Gynecology,0
93458,6/1/2019,Cardiology,0
93458,6/1/2019,Orthopedic Surgery,0
93458,6/1/2019,Ophthalmology,0
93458,6/1/2019,Pathology,0
93458,6/1/2019,General Surgery,0
93458,6/1/2019,Dermatology,0
93458,6/1/2019,Gastroenterology,4
93458,6/1/2019,General Practice,1
93458,6/1/2019,Neurology,0
93458,6/1/2019,Oncology,0
93458,6/1/2019,Otolaryngology,0
93458,6/1/2019,Urology,0
93458,6/1/2019,Plastic Surgery,0
93458,6/1/2019,Nephrology,0
93458,6/1/2019,Pulmonary,0
93458,6/1/2019,Physical Medicine and Rehabilitation,2
93458,6/1/2019,Infectious Disease,0
93458,6/1/2019,Endocrinology,0
93458,6/1/2019,All Other Specialties,1
93458,6/1/2019,No Response,3
93460,6/1/2019,Internal Medicine,2
93460,6/1/2019,Family Medicine,1
93460,6/1/2019,Pediatrics,0
93460,6/1/2019,Psychiatry,0
93460,6/1/2019,Anesthesiology,0
93460,6/1/2019,Radiology,0
93460,6/1/2019,Emergency Medicine,2
93460,6/1/2019,Obstetrics and Gynecology,1
93460,6/1/2019,Cardiology,0
93460,6/1/2019,Orthopedic Surgery,1
93460,6/1/2019,Ophthalmology,0
93460,6/1/2019,Pathology,0
93460,6/1/2019,General Surgery,0
93460,6/1/2019,Dermatology,0
93460,6/1/2019,Gastroenterology,0
93460,6/1/2019,General Practice,0
93460,6/1/2019,Neurology,0
93460,6/1/2019,Oncology,1
93460,6/1/2019,Otolaryngology,0
93460,6/1/2019,Urology,0
93460,6/1/2019,Plastic Surgery,0
93460,6/1/2019,Nephrology,0
93460,6/1/2019,Pulmonary,0
93460,6/1/2019,Physical Medicine and Rehabilitation,0
93460,6/1/2019,Infectious Disease,0
93460,6/1/2019,Endocrinology,0
93460,6/1/2019,All Other Specialties,1
93460,6/1/2019,No Response,1
93463,6/1/2019,Internal Medicine,7
93463,6/1/2019,Family Medicine,2
93463,6/1/2019,Pediatrics,2
93463,6/1/2019,Psychiatry,0
93463,6/1/2019,Anesthesiology,0
93463,6/1/2019,Radiology,0
93463,6/1/2019,Emergency Medicine,4
93463,6/1/2019,Obstetrics and Gynecology,0
93463,6/1/2019,Cardiology,1
93463,6/1/2019,Orthopedic Surgery,0
93463,6/1/2019,Ophthalmology,0
93463,6/1/2019,Pathology,0
93463,6/1/2019,General Surgery,0
93463,6/1/2019,Dermatology,0
93463,6/1/2019,Gastroenterology,0
93463,6/1/2019,General Practice,0
93463,6/1/2019,Neurology,0
93463,6/1/2019,Oncology,2
93463,6/1/2019,Otolaryngology,1
93463,6/1/2019,Urology,0
93463,6/1/2019,Plastic Surgery,1
93463,6/1/2019,Nephrology,0
93463,6/1/2019,Pulmonary,0
93463,6/1/2019,Physical Medicine and Rehabilitation,0
93463,6/1/2019,Infectious Disease,0
93463,6/1/2019,Endocrinology,0
93463,6/1/2019,All Other Specialties,1
93463,6/1/2019,No Response,3
93464,6/1/2019,Internal Medicine,2
93464,6/1/2019,Family Medicine,0
93464,6/1/2019,Pediatrics,0
93464,6/1/2019,Psychiatry,0
93464,6/1/2019,Anesthesiology,0
93464,6/1/2019,Radiology,0
93464,6/1/2019,Emergency Medicine,0
93464,6/1/2019,Obstetrics and Gynecology,0
93464,6/1/2019,Cardiology,0
93464,6/1/2019,Orthopedic Surgery,0
93464,6/1/2019,Ophthalmology,0
93464,6/1/2019,Pathology,0
93464,6/1/2019,General Surgery,0
93464,6/1/2019,Dermatology,0
93464,6/1/2019,Gastroenterology,0
93464,6/1/2019,General Practice,0
93464,6/1/2019,Neurology,0
93464,6/1/2019,Oncology,0
93464,6/1/2019,Otolaryngology,0
93464,6/1/2019,Urology,0
93464,6/1/2019,Plastic Surgery,0
93464,6/1/2019,Nephrology,0
93464,6/1/2019,Pulmonary,0
93464,6/1/2019,Physical Medicine and Rehabilitation,0
93464,6/1/2019,Infectious Disease,0
93464,6/1/2019,Endocrinology,0
93464,6/1/2019,All Other Specialties,0
93464,6/1/2019,No Response,0
93465,6/1/2019,Internal Medicine,12
93465,6/1/2019,Family Medicine,13
93465,6/1/2019,Pediatrics,2
93465,6/1/2019,Psychiatry,4
93465,6/1/2019,Anesthesiology,6
93465,6/1/2019,Radiology,7
93465,6/1/2019,Emergency Medicine,19
93465,6/1/2019,Obstetrics and Gynecology,6
93465,6/1/2019,Cardiology,0
93465,6/1/2019,Orthopedic Surgery,8
93465,6/1/2019,Ophthalmology,6
93465,6/1/2019,Pathology,2
93465,6/1/2019,General Surgery,4
93465,6/1/2019,Dermatology,1
93465,6/1/2019,Gastroenterology,1
93465,6/1/2019,General Practice,2
93465,6/1/2019,Neurology,1
93465,6/1/2019,Oncology,0
93465,6/1/2019,Otolaryngology,1
93465,6/1/2019,Urology,0
93465,6/1/2019,Plastic Surgery,2
93465,6/1/2019,Nephrology,0
93465,6/1/2019,Pulmonary,0
93465,6/1/2019,Physical Medicine and Rehabilitation,0
93465,6/1/2019,Infectious Disease,1
93465,6/1/2019,Endocrinology,0
93465,6/1/2019,All Other Specialties,5
93465,6/1/2019,No Response,10
93504,6/1/2019,Internal Medicine,0
93504,6/1/2019,Family Medicine,1
93504,6/1/2019,Pediatrics,0
93504,6/1/2019,Psychiatry,0
93504,6/1/2019,Anesthesiology,0
93504,6/1/2019,Radiology,0
93504,6/1/2019,Emergency Medicine,0
93504,6/1/2019,Obstetrics and Gynecology,0
93504,6/1/2019,Cardiology,0
93504,6/1/2019,Orthopedic Surgery,0
93504,6/1/2019,Ophthalmology,0
93504,6/1/2019,Pathology,0
93504,6/1/2019,General Surgery,0
93504,6/1/2019,Dermatology,0
93504,6/1/2019,Gastroenterology,0
93504,6/1/2019,General Practice,0
93504,6/1/2019,Neurology,0
93504,6/1/2019,Oncology,0
93504,6/1/2019,Otolaryngology,0
93504,6/1/2019,Urology,0
93504,6/1/2019,Plastic Surgery,0
93504,6/1/2019,Nephrology,0
93504,6/1/2019,Pulmonary,0
93504,6/1/2019,Physical Medicine and Rehabilitation,0
93504,6/1/2019,Infectious Disease,0
93504,6/1/2019,Endocrinology,0
93504,6/1/2019,All Other Specialties,0
93504,6/1/2019,No Response,1
93505,6/1/2019,Internal Medicine,0
93505,6/1/2019,Family Medicine,1
93505,6/1/2019,Pediatrics,0
93505,6/1/2019,Psychiatry,0
93505,6/1/2019,Anesthesiology,0
93505,6/1/2019,Radiology,0
93505,6/1/2019,Emergency Medicine,0
93505,6/1/2019,Obstetrics and Gynecology,0
93505,6/1/2019,Cardiology,0
93505,6/1/2019,Orthopedic Surgery,0
93505,6/1/2019,Ophthalmology,0
93505,6/1/2019,Pathology,0
93505,6/1/2019,General Surgery,0
93505,6/1/2019,Dermatology,0
93505,6/1/2019,Gastroenterology,0
93505,6/1/2019,General Practice,1
93505,6/1/2019,Neurology,0
93505,6/1/2019,Oncology,0
93505,6/1/2019,Otolaryngology,0
93505,6/1/2019,Urology,0
93505,6/1/2019,Plastic Surgery,0
93505,6/1/2019,Nephrology,0
93505,6/1/2019,Pulmonary,0
93505,6/1/2019,Physical Medicine and Rehabilitation,0
93505,6/1/2019,Infectious Disease,0
93505,6/1/2019,Endocrinology,0
93505,6/1/2019,All Other Specialties,0
93505,6/1/2019,No Response,0
93510,6/1/2019,Internal Medicine,1
93510,6/1/2019,Family Medicine,0
93510,6/1/2019,Pediatrics,0
93510,6/1/2019,Psychiatry,0
93510,6/1/2019,Anesthesiology,0
93510,6/1/2019,Radiology,0
93510,6/1/2019,Emergency Medicine,0
93510,6/1/2019,Obstetrics and Gynecology,0
93510,6/1/2019,Cardiology,0
93510,6/1/2019,Orthopedic Surgery,0
93510,6/1/2019,Ophthalmology,0
93510,6/1/2019,Pathology,0
93510,6/1/2019,General Surgery,0
93510,6/1/2019,Dermatology,0
93510,6/1/2019,Gastroenterology,0
93510,6/1/2019,General Practice,0
93510,6/1/2019,Neurology,0
93510,6/1/2019,Oncology,0
93510,6/1/2019,Otolaryngology,0
93510,6/1/2019,Urology,0
93510,6/1/2019,Plastic Surgery,0
93510,6/1/2019,Nephrology,0
93510,6/1/2019,Pulmonary,0
93510,6/1/2019,Physical Medicine and Rehabilitation,0
93510,6/1/2019,Infectious Disease,1
93510,6/1/2019,Endocrinology,0
93510,6/1/2019,All Other Specialties,0
93510,6/1/2019,No Response,0
93514,6/1/2019,Internal Medicine,7
93514,6/1/2019,Family Medicine,9
93514,6/1/2019,Pediatrics,2
93514,6/1/2019,Psychiatry,1
93514,6/1/2019,Anesthesiology,2
93514,6/1/2019,Radiology,2
93514,6/1/2019,Emergency Medicine,6
93514,6/1/2019,Obstetrics and Gynecology,4
93514,6/1/2019,Cardiology,0
93514,6/1/2019,Orthopedic Surgery,3
93514,6/1/2019,Ophthalmology,1
93514,6/1/2019,Pathology,1
93514,6/1/2019,General Surgery,3
93514,6/1/2019,Dermatology,0
93514,6/1/2019,Gastroenterology,0
93514,6/1/2019,General Practice,0
93514,6/1/2019,Neurology,0
93514,6/1/2019,Oncology,0
93514,6/1/2019,Otolaryngology,0
93514,6/1/2019,Urology,0
93514,6/1/2019,Plastic Surgery,0
93514,6/1/2019,Nephrology,0
93514,6/1/2019,Pulmonary,0
93514,6/1/2019,Physical Medicine and Rehabilitation,0
93514,6/1/2019,Infectious Disease,0
93514,6/1/2019,Endocrinology,0
93514,6/1/2019,All Other Specialties,3
93514,6/1/2019,No Response,5
93515,6/1/2019,Internal Medicine,0
93515,6/1/2019,Family Medicine,1
93515,6/1/2019,Pediatrics,0
93515,6/1/2019,Psychiatry,1
93515,6/1/2019,Anesthesiology,0
93515,6/1/2019,Radiology,0
93515,6/1/2019,Emergency Medicine,0
93515,6/1/2019,Obstetrics and Gynecology,0
93515,6/1/2019,Cardiology,0
93515,6/1/2019,Orthopedic Surgery,0
93515,6/1/2019,Ophthalmology,0
93515,6/1/2019,Pathology,0
93515,6/1/2019,General Surgery,0
93515,6/1/2019,Dermatology,0
93515,6/1/2019,Gastroenterology,0
93515,6/1/2019,General Practice,0
93515,6/1/2019,Neurology,0
93515,6/1/2019,Oncology,0
93515,6/1/2019,Otolaryngology,0
93515,6/1/2019,Urology,0
93515,6/1/2019,Plastic Surgery,0
93515,6/1/2019,Nephrology,0
93515,6/1/2019,Pulmonary,0
93515,6/1/2019,Physical Medicine and Rehabilitation,0
93515,6/1/2019,Infectious Disease,0
93515,6/1/2019,Endocrinology,0
93515,6/1/2019,All Other Specialties,0
93515,6/1/2019,No Response,0
93518,6/1/2019,Internal Medicine,0
93518,6/1/2019,Family Medicine,0
93518,6/1/2019,Pediatrics,0
93518,6/1/2019,Psychiatry,0
93518,6/1/2019,Anesthesiology,0
93518,6/1/2019,Radiology,0
93518,6/1/2019,Emergency Medicine,0
93518,6/1/2019,Obstetrics and Gynecology,0
93518,6/1/2019,Cardiology,0
93518,6/1/2019,Orthopedic Surgery,0
93518,6/1/2019,Ophthalmology,0
93518,6/1/2019,Pathology,0
93518,6/1/2019,General Surgery,0
93518,6/1/2019,Dermatology,0
93518,6/1/2019,Gastroenterology,0
93518,6/1/2019,General Practice,0
93518,6/1/2019,Neurology,0
93518,6/1/2019,Oncology,0
93518,6/1/2019,Otolaryngology,0
93518,6/1/2019,Urology,0
93518,6/1/2019,Plastic Surgery,0
93518,6/1/2019,Nephrology,0
93518,6/1/2019,Pulmonary,0
93518,6/1/2019,Physical Medicine and Rehabilitation,0
93518,6/1/2019,Infectious Disease,0
93518,6/1/2019,Endocrinology,0
93518,6/1/2019,All Other Specialties,0
93518,6/1/2019,No Response,1
93523,6/1/2019,Internal Medicine,0
93523,6/1/2019,Family Medicine,1
93523,6/1/2019,Pediatrics,0
93523,6/1/2019,Psychiatry,0
93523,6/1/2019,Anesthesiology,0
93523,6/1/2019,Radiology,0
93523,6/1/2019,Emergency Medicine,0
93523,6/1/2019,Obstetrics and Gynecology,0
93523,6/1/2019,Cardiology,0
93523,6/1/2019,Orthopedic Surgery,0
93523,6/1/2019,Ophthalmology,0
93523,6/1/2019,Pathology,0
93523,6/1/2019,General Surgery,0
93523,6/1/2019,Dermatology,0
93523,6/1/2019,Gastroenterology,0
93523,6/1/2019,General Practice,0
93523,6/1/2019,Neurology,0
93523,6/1/2019,Oncology,0
93523,6/1/2019,Otolaryngology,0
93523,6/1/2019,Urology,0
93523,6/1/2019,Plastic Surgery,0
93523,6/1/2019,Nephrology,0
93523,6/1/2019,Pulmonary,0
93523,6/1/2019,Physical Medicine and Rehabilitation,0
93523,6/1/2019,Infectious Disease,0
93523,6/1/2019,Endocrinology,0
93523,6/1/2019,All Other Specialties,1
93523,6/1/2019,No Response,3
93524,6/1/2019,Internal Medicine,0
93524,6/1/2019,Family Medicine,0
93524,6/1/2019,Pediatrics,0
93524,6/1/2019,Psychiatry,0
93524,6/1/2019,Anesthesiology,0
93524,6/1/2019,Radiology,0
93524,6/1/2019,Emergency Medicine,0
93524,6/1/2019,Obstetrics and Gynecology,0
93524,6/1/2019,Cardiology,0
93524,6/1/2019,Orthopedic Surgery,0
93524,6/1/2019,Ophthalmology,0
93524,6/1/2019,Pathology,0
93524,6/1/2019,General Surgery,0
93524,6/1/2019,Dermatology,0
93524,6/1/2019,Gastroenterology,0
93524,6/1/2019,General Practice,0
93524,6/1/2019,Neurology,0
93524,6/1/2019,Oncology,0
93524,6/1/2019,Otolaryngology,0
93524,6/1/2019,Urology,0
93524,6/1/2019,Plastic Surgery,0
93524,6/1/2019,Nephrology,0
93524,6/1/2019,Pulmonary,0
93524,6/1/2019,Physical Medicine and Rehabilitation,0
93524,6/1/2019,Infectious Disease,0
93524,6/1/2019,Endocrinology,0
93524,6/1/2019,All Other Specialties,1
93524,6/1/2019,No Response,0
93529,6/1/2019,Internal Medicine,0
93529,6/1/2019,Family Medicine,0
93529,6/1/2019,Pediatrics,0
93529,6/1/2019,Psychiatry,0
93529,6/1/2019,Anesthesiology,0
93529,6/1/2019,Radiology,0
93529,6/1/2019,Emergency Medicine,1
93529,6/1/2019,Obstetrics and Gynecology,0
93529,6/1/2019,Cardiology,0
93529,6/1/2019,Orthopedic Surgery,0
93529,6/1/2019,Ophthalmology,0
93529,6/1/2019,Pathology,0
93529,6/1/2019,General Surgery,0
93529,6/1/2019,Dermatology,0
93529,6/1/2019,Gastroenterology,0
93529,6/1/2019,General Practice,0
93529,6/1/2019,Neurology,0
93529,6/1/2019,Oncology,0
93529,6/1/2019,Otolaryngology,0
93529,6/1/2019,Urology,0
93529,6/1/2019,Plastic Surgery,0
93529,6/1/2019,Nephrology,0
93529,6/1/2019,Pulmonary,0
93529,6/1/2019,Physical Medicine and Rehabilitation,0
93529,6/1/2019,Infectious Disease,0
93529,6/1/2019,Endocrinology,0
93529,6/1/2019,All Other Specialties,0
93529,6/1/2019,No Response,0
93532,6/1/2019,Internal Medicine,0
93532,6/1/2019,Family Medicine,0
93532,6/1/2019,Pediatrics,0
93532,6/1/2019,Psychiatry,0
93532,6/1/2019,Anesthesiology,0
93532,6/1/2019,Radiology,0
93532,6/1/2019,Emergency Medicine,0
93532,6/1/2019,Obstetrics and Gynecology,0
93532,6/1/2019,Cardiology,0
93532,6/1/2019,Orthopedic Surgery,0
93532,6/1/2019,Ophthalmology,0
93532,6/1/2019,Pathology,0
93532,6/1/2019,General Surgery,0
93532,6/1/2019,Dermatology,0
93532,6/1/2019,Gastroenterology,0
93532,6/1/2019,General Practice,1
93532,6/1/2019,Neurology,0
93532,6/1/2019,Oncology,0
93532,6/1/2019,Otolaryngology,0
93532,6/1/2019,Urology,0
93532,6/1/2019,Plastic Surgery,0
93532,6/1/2019,Nephrology,0
93532,6/1/2019,Pulmonary,0
93532,6/1/2019,Physical Medicine and Rehabilitation,0
93532,6/1/2019,Infectious Disease,0
93532,6/1/2019,Endocrinology,0
93532,6/1/2019,All Other Specialties,0
93532,6/1/2019,No Response,0
93534,6/1/2019,Internal Medicine,41
93534,6/1/2019,Family Medicine,19
93534,6/1/2019,Pediatrics,15
93534,6/1/2019,Psychiatry,9
93534,6/1/2019,Anesthesiology,4
93534,6/1/2019,Radiology,2
93534,6/1/2019,Emergency Medicine,7
93534,6/1/2019,Obstetrics and Gynecology,17
93534,6/1/2019,Cardiology,4
93534,6/1/2019,Orthopedic Surgery,5
93534,6/1/2019,Ophthalmology,8
93534,6/1/2019,Pathology,0
93534,6/1/2019,General Surgery,5
93534,6/1/2019,Dermatology,2
93534,6/1/2019,Gastroenterology,8
93534,6/1/2019,General Practice,4
93534,6/1/2019,Neurology,3
93534,6/1/2019,Oncology,1
93534,6/1/2019,Otolaryngology,2
93534,6/1/2019,Urology,3
93534,6/1/2019,Plastic Surgery,1
93534,6/1/2019,Nephrology,7
93534,6/1/2019,Pulmonary,4
93534,6/1/2019,Physical Medicine and Rehabilitation,3
93534,6/1/2019,Infectious Disease,2
93534,6/1/2019,Endocrinology,4
93534,6/1/2019,All Other Specialties,21
93534,6/1/2019,No Response,29
93535,6/1/2019,Internal Medicine,2
93535,6/1/2019,Family Medicine,3
93535,6/1/2019,Pediatrics,2
93535,6/1/2019,Psychiatry,5
93535,6/1/2019,Anesthesiology,0
93535,6/1/2019,Radiology,0
93535,6/1/2019,Emergency Medicine,0
93535,6/1/2019,Obstetrics and Gynecology,1
93535,6/1/2019,Cardiology,0
93535,6/1/2019,Orthopedic Surgery,0
93535,6/1/2019,Ophthalmology,0
93535,6/1/2019,Pathology,0
93535,6/1/2019,General Surgery,0
93535,6/1/2019,Dermatology,0
93535,6/1/2019,Gastroenterology,0
93535,6/1/2019,General Practice,1
93535,6/1/2019,Neurology,0
93535,6/1/2019,Oncology,0
93535,6/1/2019,Otolaryngology,0
93535,6/1/2019,Urology,0
93535,6/1/2019,Plastic Surgery,0
93535,6/1/2019,Nephrology,0
93535,6/1/2019,Pulmonary,0
93535,6/1/2019,Physical Medicine and Rehabilitation,0
93535,6/1/2019,Infectious Disease,0
93535,6/1/2019,Endocrinology,0
93535,6/1/2019,All Other Specialties,1
93535,6/1/2019,No Response,1
93536,6/1/2019,Internal Medicine,9
93536,6/1/2019,Family Medicine,7
93536,6/1/2019,Pediatrics,2
93536,6/1/2019,Psychiatry,3
93536,6/1/2019,Anesthesiology,4
93536,6/1/2019,Radiology,0
93536,6/1/2019,Emergency Medicine,0
93536,6/1/2019,Obstetrics and Gynecology,1
93536,6/1/2019,Cardiology,0
93536,6/1/2019,Orthopedic Surgery,0
93536,6/1/2019,Ophthalmology,0
93536,6/1/2019,Pathology,0
93536,6/1/2019,General Surgery,1
93536,6/1/2019,Dermatology,0
93536,6/1/2019,Gastroenterology,1
93536,6/1/2019,General Practice,0
93536,6/1/2019,Neurology,1
93536,6/1/2019,Oncology,0
93536,6/1/2019,Otolaryngology,0
93536,6/1/2019,Urology,0
93536,6/1/2019,Plastic Surgery,0
93536,6/1/2019,Nephrology,0
93536,6/1/2019,Pulmonary,0
93536,6/1/2019,Physical Medicine and Rehabilitation,0
93536,6/1/2019,Infectious Disease,0
93536,6/1/2019,Endocrinology,0
93536,6/1/2019,All Other Specialties,3
93536,6/1/2019,No Response,9
93539,6/1/2019,Internal Medicine,3
93539,6/1/2019,Family Medicine,2
93539,6/1/2019,Pediatrics,0
93539,6/1/2019,Psychiatry,1
93539,6/1/2019,Anesthesiology,0
93539,6/1/2019,Radiology,1
93539,6/1/2019,Emergency Medicine,0
93539,6/1/2019,Obstetrics and Gynecology,0
93539,6/1/2019,Cardiology,2
93539,6/1/2019,Orthopedic Surgery,0
93539,6/1/2019,Ophthalmology,0
93539,6/1/2019,Pathology,0
93539,6/1/2019,General Surgery,1
93539,6/1/2019,Dermatology,0
93539,6/1/2019,Gastroenterology,0
93539,6/1/2019,General Practice,0
93539,6/1/2019,Neurology,0
93539,6/1/2019,Oncology,0
93539,6/1/2019,Otolaryngology,0
93539,6/1/2019,Urology,0
93539,6/1/2019,Plastic Surgery,0
93539,6/1/2019,Nephrology,0
93539,6/1/2019,Pulmonary,0
93539,6/1/2019,Physical Medicine and Rehabilitation,0
93539,6/1/2019,Infectious Disease,0
93539,6/1/2019,Endocrinology,0
93539,6/1/2019,All Other Specialties,2
93539,6/1/2019,No Response,3
93543,6/1/2019,Internal Medicine,0
93543,6/1/2019,Family Medicine,0
93543,6/1/2019,Pediatrics,0
93543,6/1/2019,Psychiatry,0
93543,6/1/2019,Anesthesiology,0
93543,6/1/2019,Radiology,0
93543,6/1/2019,Emergency Medicine,1
93543,6/1/2019,Obstetrics and Gynecology,0
93543,6/1/2019,Cardiology,0
93543,6/1/2019,Orthopedic Surgery,0
93543,6/1/2019,Ophthalmology,0
93543,6/1/2019,Pathology,0
93543,6/1/2019,General Surgery,0
93543,6/1/2019,Dermatology,0
93543,6/1/2019,Gastroenterology,0
93543,6/1/2019,General Practice,0
93543,6/1/2019,Neurology,0
93543,6/1/2019,Oncology,0
93543,6/1/2019,Otolaryngology,0
93543,6/1/2019,Urology,0
93543,6/1/2019,Plastic Surgery,0
93543,6/1/2019,Nephrology,0
93543,6/1/2019,Pulmonary,0
93543,6/1/2019,Physical Medicine and Rehabilitation,0
93543,6/1/2019,Infectious Disease,0
93543,6/1/2019,Endocrinology,0
93543,6/1/2019,All Other Specialties,0
93543,6/1/2019,No Response,0
93544,6/1/2019,Internal Medicine,0
93544,6/1/2019,Family Medicine,0
93544,6/1/2019,Pediatrics,0
93544,6/1/2019,Psychiatry,0
93544,6/1/2019,Anesthesiology,0
93544,6/1/2019,Radiology,0
93544,6/1/2019,Emergency Medicine,0
93544,6/1/2019,Obstetrics and Gynecology,0
93544,6/1/2019,Cardiology,0
93544,6/1/2019,Orthopedic Surgery,0
93544,6/1/2019,Ophthalmology,0
